"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","gene_name","gene_symbol"
"54536",469.608479395991,0.088676221120264,0.345410206987098,0.256727274777888,0.797389314819181,0.999768645777355,"ENSG00000138190","exocyst complex component 6","EXOC6"
"26509",65.3410054890597,2.14718167251171,0.709376492972701,3.02685766131574,0.00247110289325282,0.121830803632734,"ENSG00000138119","myoferlin","MYOF"
"338557",159.391900661772,-1.12471090830704,0.600472427865259,-1.87304338403264,0.0610623943720239,0.641926430857122,"ENSG00000186188","free fatty acid receptor 4","FFAR4"
"5950",8943.54102331229,-0.0809140351028313,0.295443279003795,-0.27387333154325,0.784181966630872,0.999768645777355,"ENSG00000138207","retinol binding protein 4","RBP4"
"5146",15.8650462351292,-2.06809976318158,1.25534413391313,-1.64743651347216,0.0994683554188542,0.762845771943058,"ENSG00000095464","phosphodiesterase 6C","PDE6C"
"118924",623.743295297323,0.3646261168313,0.309936997741248,1.17645237415544,0.239414153279842,0.932829622287168,"ENSG00000148690","FRA10A associated CGG repeat 1","FRA10AC1"
"101927013",8.42298443664801,-0.418298474113531,2.27491922324323,-0.18387398982773,0.854112309995614,NA,NA,"uncharacterized LOC101927013","LOC101927013"
"9211",88.1532299272041,0.363991626687115,0.770064110301507,0.472677043142031,0.636443607364898,0.999768645777355,"ENSG00000108231","leucine rich glioma inactivated 1","LGI1"
"105378437",18.7005853227044,0.0481606532532823,1.33308088895224,0.0361273300460674,0.971180830322617,0.999768645777355,NA,"uncharacterized LOC105378437","LOC105378437"
"159371",70.4740880792567,-0.576145309950637,0.640217628852118,-0.899921033076893,0.368162276053771,0.998084816072894,"ENSG00000176273","solute carrier family 35 member G1","SLC35G1"
"266971",24.1789984604721,0.0476519816266971,0.989108891204634,0.0481766790799563,0.961575435999529,0.999768645777355,"ENSG00000293162","PIP5K1A and PSMD4 like (pseudogene)","PIPSL"
"51196",1251.53717504375,0.467071650349398,0.387739952154888,1.20460026817876,0.228357653145453,0.926588455970127,"ENSG00000138193","phospholipase C epsilon 1","PLCE1"
"101927049",2.31331626459591,4.60011913879076,3.94546950791421,1.16592439241094,0.243645015851323,NA,"ENSG00000232913","PLCE1 antisense RNA 2","PLCE1-AS2"
"100128054",60.6898203883821,0.373336368714466,0.986773020556973,0.378340673018949,0.705177534290635,0.999768645777355,"ENSG00000268894","PLCE1 antisense RNA 1","PLCE1-AS1"
"64318",504.368602789871,-0.336399747524718,0.297430477767545,-1.13101975980965,0.25804677471936,0.946445438313902,"ENSG00000173145","NOC3 like DNA replication regulator","NOC3L"
"23232",169.534371672999,0.703228087615976,0.537486127710226,1.30836509327568,0.190749506391982,0.892278298035747,"ENSG00000108239","TBC1 domain family member 12","TBC1D12"
"3070",258.831449951098,0.26164112400287,0.397728739481683,0.657838114348585,0.510642160199073,0.999768645777355,"ENSG00000119969","helicase, lymphoid specific","HELLS"
"1558",109.799806336029,0.262749154664817,0.516275458284683,0.508932102908391,0.610799816778401,0.999768645777355,"ENSG00000138115","cytochrome P450 family 2 subfamily C member 8","CYP2C8"
"107984258",33.1534440912461,0.490587322448819,0.87074346299848,0.563412007434932,0.573154362674525,0.999768645777355,NA,NA,NA
"107984257",15.8136914370148,0.738629665169028,1.21367904981582,0.608587307559705,0.542798019533153,0.999768645777355,NA,"uncharacterized LOC107984257","LOC107984257"
"142827",7.62059407326884,-0.393308201962517,1.68803660532774,-0.232997436620252,0.815763396278581,NA,"ENSG00000173124","acyl-CoA synthetase medium chain family member 6","ACSM6"
"9124",524.681167380015,0.404921420772519,0.316904958187654,1.27773772644083,0.201341918282401,0.901379859976662,"ENSG00000107438","PDZ and LIM domain 1","PDLIM1"
"10580",410.748374256872,1.6857538717732,0.418189742241644,4.03107417876145,5.55225154763931e-05,0.00696788155761784,"ENSG00000095637","sorbin and SH3 domain containing 1","SORBS1"
"5832",871.659977403908,-0.29735621745782,0.311037278970365,-0.956014720943312,0.339064797210801,0.988704414163501,"ENSG00000059573","aldehyde dehydrogenase 18 family member A1","ALDH18A1"
"26123",921.073403184615,-0.323851077239292,0.344292911606212,-0.940626618562799,0.346896235993311,0.991757981419217,"ENSG00000119977","tectonic family member 3","TCTN3"
"953",370.944537681688,-0.159141876496069,0.346089779465016,-0.459828304499687,0.645639465063102,0.999768645777355,"ENSG00000138185","ectonucleoside triphosphate diphosphohydrolase 1","ENTPD1"
"728558",24.9885016784411,0.417985415907485,1.02349010667163,0.408392238657553,0.682985730595674,0.999768645777355,"ENSG00000226688","ENTPD1 antisense RNA 1","ENTPD1-AS1"
"387707",66.1368597928937,0.329026304755477,0.624508807493933,0.526856148075499,0.598293488159337,0.999768645777355,"ENSG00000188649","coiled-coil and C2 domain containing 2B","CC2D2B"
"54619",165.773091354976,0.728426341720338,0.452042949004719,1.61140958690793,0.107090479058437,0.776469937172589,"ENSG00000107443","cyclin J","CCNJ"
"9849",1682.22638301676,-0.275421872029557,0.200567133770289,-1.37321537607951,0.169685400989653,0.873794607219603,"ENSG00000177853","zinc finger protein 518A","ZNF518A"
"29760",17.2642405014972,-0.546584731642,1.20751221511678,-0.452653583789328,0.650798207752246,0.999768645777355,"ENSG00000095585","B cell linker","BLNK"
"1791",2.52546060773094,1.01656300614835,3.30344983021405,0.307727696316332,0.758289543110728,NA,"ENSG00000107447","DNA nucleotidylexotransferase","DNTT"
"56889",2661.7331548766,-0.278709839291621,0.247381011062777,-1.12664200899758,0.259893870140832,0.94720326305151,"ENSG00000077147","transmembrane 9 superfamily member 3","TM9SF3"
"105378443",46.975872830045,-0.394479743758112,0.878297679024259,-0.449141279977373,0.653329743591532,0.999768645777355,NA,"uncharacterized LOC105378443","LOC105378443"
"118788",34.0835192850497,-1.49752932437795,0.889339597518208,-1.6838666900214,0.0922074351028859,0.744659257951434,"ENSG00000155629","phosphoinositide-3-kinase adaptor protein 1","PIK3AP1"
"728658",1309.39093241923,-0.0401648962037636,0.205856345388586,-0.19511128562953,0.845305827712651,0.999768645777355,"ENSG00000236552","ribosomal protein L13a pseudogene 5","RPL13AP5"
"102723665",31.6693476854256,-1.6687124134526,0.902889392572047,-1.84819140326697,0.0645746586208514,0.650508618165794,NA,"uncharacterized LOC102723665","LOC102723665"
"84458",1728.48723160347,-0.00604190438720665,0.199717423889993,-0.0302522647725249,0.975865866322762,0.999768645777355,"ENSG00000196233","ligand dependent nuclear receptor corepressor","LCOR"
"6585",148.418578146828,-0.506212100827811,0.612964360168706,-0.825842632495773,0.408893366629384,0.998139332016304,"ENSG00000187122","slit guidance ligand 1","SLIT1"
"100533184",30.894092953963,1.51804142185907,1.04022465398615,1.45933997626563,0.144471557701439,0.839097248026554,"ENSG00000269891","ARHGAP19-SLIT1 readthrough (NMD candidate)","ARHGAP19-SLIT1"
"84986",95.9127571108256,-0.0425815487907413,0.536985123691899,-0.0792974458919516,0.936796037789181,0.999768645777355,"ENSG00000213390","Rho GTPase activating protein 19","ARHGAP19"
"10023",13.2079423549852,-0.513121829903581,1.30901376343399,-0.391991164827394,0.695064741922347,0.999768645777355,"ENSG00000165879","FRAT regulator of WNT signaling pathway 1","FRAT1"
"23401",28.7700300010629,0.316269898834527,0.942970328646302,0.335397508518167,0.737325247146099,0.999768645777355,"ENSG00000181274","FRAT regulator of WNT signaling pathway 2","FRAT2"
"23223",133.759971184294,-1.13798281481627,0.461832258329261,-2.46406091019513,0.013737276437098,0.328153994803423,"ENSG00000052749","ribosomal RNA processing 12 homolog","RRP12"
"644215",19.8529950235095,-0.177521087978086,1.15922474168382,-0.15313776664241,0.878289633639275,0.999768645777355,NA,"uncharacterized LOC644215","LOC644215"
"5223",606.895410755308,0.129690917704161,0.254605531121537,0.509379812500037,0.610486023777467,0.999768645777355,"ENSG00000171314","phosphoglycerate mutase 1","PGAM1"
"51013",525.116795388938,-0.084403173654504,0.267930613938411,-0.315018774502213,0.752747399076754,0.999768645777355,"ENSG00000171311","exosome component 1","EXOSC1"
"84287",148.016505513018,0.507571180198701,0.512598167921956,0.990193121946506,0.32207973376478,0.985702163656247,"ENSG00000171307","zinc finger DHHC-type palmitoyltransferase 16","ZDHHC16"
"64210",713.287818793474,0.0957535750690406,0.245042596614439,0.390762979139107,0.695972441894751,0.999768645777355,"ENSG00000155229","MMS19 homolog, cytosolic iron-sulfur assembly component","MMS19"
"80019",18.5765404354327,-0.435066413820352,1.24484487303307,-0.349494481798611,0.726718112847362,0.999768645777355,"ENSG00000165886","ubiquitin domain containing 1","UBTD1"
"112817",16.0021219003174,-0.854010840120016,1.27412884039559,-0.670270394205084,0.50268543645497,0.999768645777355,"ENSG00000241935","4-hydroxy-2-oxoglutarate aldolase 1","HOGA1"
"118812",465.481059214024,-0.0667123356294199,0.289862025228522,-0.230152037255743,0.817973630142263,0.999768645777355,"ENSG00000171160","MORN repeat containing 4","MORN4"
"55361",133.643947209796,0.802991038612551,0.485696824118575,1.65327628005349,0.0982746481630274,0.761449703584699,"ENSG00000155252","phosphatidylinositol 4-kinase type 2 alpha","PI4K2A"
"60370",27.3892766054364,0.114427024744379,1.0465516028429,0.109337202707964,0.912935039968142,0.999768645777355,"ENSG00000119986","arginine vasopressin induced 1","AVPI1"
"83742",99.3693159948611,-0.269096584637252,0.542116447550653,-0.496381517021043,0.619625262929185,0.999768645777355,"ENSG00000155254","MARVEL domain containing 1","MARVELD1"
"118813",180.944320017221,-0.119815202036622,0.466861940448735,-0.256639472306221,0.79745710078104,0.999768645777355,"ENSG00000155256","zinc finger FYVE-type containing 27","ZFYVE27"
"100505561",4.84849507329819,-1.66523140505608,2.2611734742231,-0.736445665951492,0.461459522265988,NA,"ENSG00000227356","GOLGA7B divergent transcript","GOLGA7B-DT"
"401647",373.076654452773,0.973535147551148,0.343613530445827,2.83322704518655,0.00460806434004864,0.177073789879655,"ENSG00000155265","golgin A7 family member B","GOLGA7B"
"55118",21.6683123456082,-0.0853116811598576,1.43142828746811,-0.0595989906771756,0.95247502226451,0.999768645777355,"ENSG00000095713","cartilage acidic protein 1","CRTAC1"
"27291",273.331157897162,-0.010464813654302,0.365158374693699,-0.0286582874159194,0.977137124511458,0.999768645777355,"ENSG00000166024","R3H domain and coiled-coil containing 1 like","R3HCC1L"
"84171",902.744614302164,2.33442851419328,0.477296869171219,4.89093615519999,1.00357515469629e-06,0.000253664221495487,"ENSG00000138131","lysyl oxidase like 4","LOXL4"
"105378449",6.86180570799584,-0.921914353079986,1.83001488305029,-0.503774237914027,0.614420033129602,NA,NA,"uncharacterized LOC105378449","LOC105378449"
"84795",173.460312640092,0.743508444556925,0.545691844395826,1.36250605940449,0.173038233178353,0.875982769110042,"ENSG00000119943","pyridine nucleotide-disulphide oxidoreductase domain 2","PYROXD2"
"3257",422.935090375116,0.75894289262015,0.323096253807952,2.34896840701615,0.018825504055432,0.383374594770912,"ENSG00000107521","HPS1 biogenesis of lysosomal organelles complex 3 subunit 1","HPS1"
"101927278",13.9595922929917,1.00515135643489,1.37340056128925,0.731870500687231,0.464247612955902,0.999768645777355,"ENSG00000287261","HPS1 antisense RNA 1","HPS1-AS1"
"26507",405.388720520279,-0.14661824935248,0.317385681545649,-0.461956092784206,0.644112807470744,0.999768645777355,"ENSG00000119946","cyclin and CBS domain divalent metal cation transport mediator 1","CNNM1"
"2805",857.783094746273,-0.345679923704977,0.324538691568527,-1.06514240885816,0.286811490529539,0.967776878399315,"ENSG00000120053","glutamic-oxaloacetic transaminase 1","GOT1"
"107984261",25.5014674636646,-2.52582724536185,1.02538290458552,-2.46330149846104,0.0137664099841652,0.328153994803423,NA,NA,NA
"101927300",139.307701050512,1.1159982462269,0.471270073228067,2.36806517032288,0.0178813858338723,0.371597276337008,"ENSG00000224934","GOT1 divergent transcript","GOT1-DT"
"159296",11.3804333179181,-1.80315953349942,1.89266471893586,-0.952709434195632,0.340737311991588,0.988704414163501,"ENSG00000119919","NK2 homeobox 3","NKX2-3"
"81894",404.013261688411,-0.226466640904065,0.301412448745263,-0.751351318921342,0.452441251863863,0.999768645777355,"ENSG00000155287","solute carrier family 25 member 28","SLC25A28"
"105378450",22.7590820704622,-2.00455817983894,1.12386891257844,-1.78362276721399,0.0744849835372966,0.683945307840058,NA,"uncharacterized LOC105378450","LOC105378450"
"57089",229.458365506163,0.371657828186181,0.36626096701643,1.0147350158924,0.310232157876328,0.980940535501311,"ENSG00000198018","ectonucleoside triphosphate diphosphohydrolase 7","ENTPD7"
"1355",907.339178156561,-0.368559182629335,0.291566385850596,-1.26406609443035,0.206206304940415,0.905189777716375,"ENSG00000014919","cytochrome c oxidase assembly homolog COX15","COX15"
"51076",475.051768696394,0.375215296375677,0.282919982513806,1.32622409008302,0.184765482090836,0.888207340742724,"ENSG00000119929","cutC copper transporter","CUTC"
"1244",8.03976913413219,1.68611220682765,1.81882326629037,0.927034659209416,0.353908539325744,NA,"ENSG00000023839","ATP binding cassette subfamily C member 2","ABCC2"
"23268",88.2935737352074,-0.26530935382746,0.618563609599653,-0.428911998232767,0.66798726827797,0.999768645777355,"ENSG00000107554","dynamin binding protein","DNMBP"
"100188954",3.42239484803687,-0.562760814583599,2.8714652064235,-0.195983852886219,0.84462280444416,NA,"ENSG00000227695","DNMBP antisense RNA 1","DNMBP-AS1"
"10613",511.819668359031,-0.16834828939973,0.266910185665056,-0.630730104886252,0.528217011345924,0.999768645777355,"ENSG00000107566","ER lipid raft associated 1","ERLIN1"
"1147",402.392908064736,0.0665134035704614,0.374946016398193,0.177394613255003,0.859198438218068,0.999768645777355,"ENSG00000213341","component of inhibitor of nuclear factor kappa B kinase complex","CHUK"
"55280",301.423720522636,-0.39400279543993,0.375752493172502,-1.04857000977782,0.294376064785004,0.972798368458093,"ENSG00000095485","CWF19 like cell cycle control factor 1","CWF19L1"
"677800",62.9621764623724,1.28741824275393,0.661782495034424,1.94537971677078,0.0517292941095961,0.603368091950417,"ENSG00000212464","small nucleolar RNA, H/ACA box 12","SNORA12"
"282991",1076.10235918008,-0.178277761470761,0.267176994798354,-0.667264640824753,0.504603107952854,0.999768645777355,"ENSG00000196072","biogenesis of lysosomal organelles complex 1 subunit 2","BLOC1S2"
"6319",3683.13202202257,-0.45080876849368,0.245764199706894,-1.83431422896959,0.0666073632037294,0.659313701077842,"ENSG00000099194","stearoyl-CoA desaturase","SCD"
"90271",1114.5973083879,-0.537913991873437,0.389648010973449,-1.38051260810899,0.167428870367962,0.869104218841163,"ENSG00000235823","oligodendrocyte maturation-associated long intergenic non-coding RNA","OLMALINC"
"25956",215.766110312524,0.298306913772858,0.449880614259074,0.663080169089196,0.507279210718769,0.999768645777355,"ENSG00000075826","SEC31 homolog B, COPII coat complex component","SEC31B"
"4714",3573.56894607968,0.0373437250417503,0.180066594471837,0.207388411777794,0.835706531938529,0.999768645777355,"ENSG00000166136","NADH:ubiquinone oxidoreductase subunit B8","NDUFB8"
"55662",491.887340672578,-0.182074816375831,0.290324990619612,-0.627141383823857,0.530566562065538,0.999768645777355,"ENSG00000166135","hypoxia inducible factor 1 subunit alpha inhibitor","HIF1AN"
"55719",1004.90071385638,-0.0956812119780717,0.26802259778661,-0.356989346302246,0.721099781384451,0.999768645777355,"ENSG00000119906","SMC5-SMC6 complex localization factor 2","SLF2"
"57715",92.9234574758242,-0.215860572553599,0.534263681456346,-0.404033775916015,0.686187881993679,0.999768645777355,"ENSG00000095539","semaphorin 4G","SEMA4G"
"84545",742.01292068706,0.0877870692730671,0.276979953364498,0.316943765087366,0.751286272883171,0.999768645777355,"ENSG00000055950","mitochondrial ribosomal protein L43","MRPL43"
"56652",35.232818710403,-0.187498123117916,1.05496636329011,-0.177729006006569,0.858935804396189,0.999768645777355,"ENSG00000107815","twinkle mtDNA helicase","TWNK"
"84445",39.7654102383521,0.794504696076504,0.920783689054943,0.862857048317128,0.388216068584717,0.998139332016304,"ENSG00000107816","leucine zipper tumor suppressor 2","LZTS2"
"79955",22.783054468721,0.437927742000975,1.07732226521484,0.406496510970785,0.684377820061932,0.999768645777355,"ENSG00000186862","PDZ domain containing 7","PDZD7"
"81855",67.1742384922661,0.243495744657539,0.781480987992909,0.311582429257701,0.755357889349737,0.999768645777355,"ENSG00000107819","sideroflexin 3","SFXN3"
"107984262",9.60232980379453,-0.639136860573124,1.53790816579208,-0.415588443308607,0.677711184694422,NA,NA,"uncharacterized LOC107984262","LOC107984262"
"81621",2.78632264176452,-0.959505420502944,2.61700248145526,-0.366642915817711,0.713885391970802,NA,"ENSG00000107821","Kazal type serine peptidase inhibitor domain 1","KAZALD1"
"8945",395.421197859534,0.191539563809381,0.328630954823688,0.58284090709636,0.560000404065806,0.999768645777355,"ENSG00000166167","beta-transducin repeat containing E3 ubiquitin protein ligase","BTRC"
"27343",151.050963155055,-0.171932056990973,0.462100441187936,-0.372066420341392,0.70984339709547,0.999768645777355,"ENSG00000166169","DNA polymerase lambda","POLL"
"25911",425.88670784127,-0.198062077202841,0.289501638384939,-0.684148381017055,0.493881473749083,0.999768645777355,"ENSG00000166171","deleted in primary ciliary dyskinesia homolog (mouse)","DPCD"
"6468",443.769914059906,0.489132633046619,0.28234858185766,1.73237148856375,0.0832074410028282,0.717559219719728,"ENSG00000107829","F-box and WD repeat domain containing 4","FBXW4"
"10360",44.703834304083,0.235493292007493,0.753131074262746,0.312685666619216,0.754519486290852,0.999768645777355,"ENSG00000107833","nucleophosmin/nucleoplasmin 3","NPM3"
"10724",2288.85810005436,-0.23431411871039,0.194141097113494,-1.20692693197984,0.227460284731574,0.925290971395207,"ENSG00000198408","O-GlcNAcase","OGA"
"30819",16.8506440067322,2.69308017171551,1.46352301814944,1.84013516584166,0.065748395598647,0.655511504118511,"ENSG00000120049","potassium voltage-gated channel interacting protein 2","KCNIP2"
"79591",244.617651242449,0.228849107234892,0.371637080399609,0.615786527514473,0.538035420347151,0.999768645777355,"ENSG00000120029","armadillo like helical domain containing 3","ARMH3"
"101927445",6.15686805754674,-1.72997696484431,1.9654005615761,-0.880215971576296,0.378742322833738,NA,NA,"uncharacterized LOC101927445","LOC101927445"
"79803",52.784913026446,-0.7455113176122,0.720758128210727,-1.03434326777961,0.300975716179704,0.977426725736508,"ENSG00000166189","HPS6 biogenesis of lysosomal organelles complex 2 subunit 3","HPS6"
"8861",145.382179457165,-0.00120918931408002,0.460196143375179,-0.00262755203729341,0.997903519209099,0.999768645777355,"ENSG00000198728","LIM domain binding 1","LDB1"
"23082",288.862815782089,-0.359095420406877,0.327739362183011,-1.09567376349001,0.273221568329852,0.957888463329498,"ENSG00000148840","PPARG related coactivator 1","PPRC1"
"9221",983.716513524052,-0.063769181040639,0.232493247521214,-0.274284013495146,0.783866368976472,0.999768645777355,"ENSG00000166197","nucleolar and coiled-body phosphoprotein 1","NOLC1"
"8729",479.373004933697,-0.285680565733924,0.289486699327524,-0.986852129640357,0.32371513471929,0.986218310714134,"ENSG00000107862","golgi brefeldin A resistant guanine nucleotide exchange factor 1","GBF1"
"107984263",7.26211170107719,-0.0969425409637552,1.80689909254429,-0.053651330815187,0.95721295929537,NA,NA,"uncharacterized LOC107984263","LOC107984263"
"4791",8.61534391702325,0.210897640656115,1.89983474164239,0.111008413539062,0.911609674931511,NA,"ENSG00000077150","nuclear factor kappa B subunit 2","NFKB2"
"5662",102.864509156387,0.387542455349446,0.51016019899353,0.759648549835934,0.447464690441536,0.999768645777355,"ENSG00000059915","pleckstrin and Sec7 domain containing","PSD"
"79176",69.6382246958876,0.450506688347485,0.654496896177052,0.688325171561418,0.491248033830317,0.999768645777355,"ENSG00000107872","F-box and leucine rich repeat protein 15","FBXL15"
"79004",595.247039203655,0.445753597183891,0.259475855047128,1.71790009942516,0.0858148387016317,0.723699762847501,"ENSG00000107874","CUE domain containing 2","CUEDC2"
"100505761",1374.54021317099,-0.0807609356490647,0.267147906056333,-0.302307949335133,0.762417318986832,0.999768645777355,"ENSG00000269609","C10orf95 antisense RNA 1","C10orf95-AS1"
"79946",177.336443261731,-0.281532811158982,0.488231004611472,-0.576638534832547,0.564183662000739,0.999768645777355,"ENSG00000120055","chromosome 10 open reading frame 95","C10orf95"
"79847",267.139641644176,-0.164802549974292,0.337974617226408,-0.487618127440297,0.62582035314754,0.999768645777355,"ENSG00000138111","major facilitator superfamily domain containing 13A","MFSD13A"
"10121",617.144140879337,-0.361703620300027,0.272903558834938,-1.3253898990698,0.185041865477698,0.888616889982007,"ENSG00000138107","actin related protein 1A","ACTR1A"
"51684",102.808735675877,0.380497118487688,0.683378232861699,0.556788466753363,0.577671964702012,0.999768645777355,"ENSG00000107882","SUFU negative regulator of hedgehog signaling","SUFU"
"81603",310.201705255687,-0.25160146836554,0.321463687347552,-0.782674616973207,0.433818211608248,0.999768645777355,"ENSG00000171206","tripartite motif containing 8","TRIM8"
"403",1842.54318585841,0.0403691338693094,0.198733716645494,0.203131781313791,0.839032031633437,0.999768645777355,"ENSG00000138175","ARF like GTPase 3","ARL3"
"118980",126.366408203368,-0.439175515235433,0.500658797011844,-0.877195243260738,0.380380599301402,0.998139332016304,"ENSG00000156398","sideroflexin 2","SFXN2"
"54838",342.98127400236,0.109206134285007,0.333453668784249,0.327500173211966,0.74328961197384,0.999768645777355,"ENSG00000166272","WW domain binding protein 1 like","WBP1L"
"1586",5.65773153129702,-0.433301721786965,2.13216334644553,-0.203221635204127,0.83896180320658,NA,"ENSG00000148795","cytochrome P450 family 17 subfamily A member 1","CYP17A1"
"102724307",12.6519951185554,-0.866378204065415,1.34710983330692,-0.643138504852725,0.520134231609297,0.999768645777355,"ENSG00000166272","CYP17A1 antisense RNA 1","CYP17A1-AS1"
"100528007",342.432226162051,-0.211928006309011,0.319289009329358,-0.663749769383386,0.506850479632127,0.999768645777355,NA,"BORCS7-ASMT readthrough (NMD candidate)","BORCS7-ASMT"
"119032",1832.44742222399,-0.353297704535122,0.1946882410249,-1.81468435214809,0.0695724311219811,0.669284714626667,"ENSG00000166275","BLOC-1 related complex subunit 7","BORCS7"
"57412",36.3946910091843,0.464692755939316,0.829769844438413,0.560026083201203,0.575461646696141,0.999768645777355,"ENSG00000214435","arsenite methyltransferase","AS3MT"
"107984265",3.17606818696265,-0.702378423881998,3.04998736279131,-0.230288961997268,0.817867237188535,NA,"ENSG00000286575","uncharacterized LOC107984265","LOC107984265"
"54805",532.939925302575,-0.279176965470988,0.275372280681939,-1.01381651333833,0.31067031416508,0.981382944771636,"ENSG00000148842","cyclin and CBS domain divalent metal cation transport mediator 2","CNNM2"
"22978",488.276606123676,-0.312728816456834,0.363152680711296,-0.861149684601809,0.389155607732924,0.998139332016304,"ENSG00000076685","5'-nucleotidase, cytosolic II","NT5C2"
"729020",25.4551730782178,-0.336901292098896,1.00260230546837,-0.336026847595877,0.736850620975376,0.999768645777355,"ENSG00000235376","ribulose-5-phosphate-3-epimerase like 1","RPEL1"
"9118",643.036172272525,-0.10405427603501,0.256368369037877,-0.405877981068859,0.684832257444125,0.999768645777355,"ENSG00000148798","internexin neuronal intermediate filament protein alpha","INA"
"84108",92.2047079862969,-0.602331293922585,0.688504159533212,-0.874840457508564,0.381660720428664,0.998139332016304,"ENSG00000156374","polycomb group ring finger 6","PCGF6"
"6877",144.846599695403,-0.137885420861997,0.460473394136889,-0.299442753083377,0.764602245499515,0.999768645777355,"ENSG00000148835","TATA-box binding protein associated factor 5","TAF5"
"84833",2654.77665221246,-0.262841349235134,0.184476830682816,-1.42479328304949,0.154216964531929,0.855406336421366,"ENSG00000173915","ATP synthase membrane subunit k","ATP5MK"
"100302174",10.1681352263613,-1.18469091940328,1.78756202980535,-0.662741152278939,0.507496348712355,0.999768645777355,"ENSG00000283867","microRNA 1307","MIR1307"
"22984",311.155529867633,0.166354227953051,0.367631354988068,0.452502828433798,0.65090678408911,0.999768645777355,"ENSG00000148843","programmed cell death 11","PDCD11"
"51063",19.8961923438657,0.398173528990557,1.17441528263,0.339039805492723,0.734579743692281,0.999768645777355,"ENSG00000138172","calcium homeostasis modulator family member 2","CALHM2"
"9148",557.26706240419,1.04660778723622,0.309509573427794,3.38150376301813,0.000720902454331051,0.0519570901422693,"ENSG00000107954","neuralized E3 ubiquitin protein ligase 1","NEURL1"
"9644",731.686936376988,0.542078525798647,0.251711151504848,2.15357373941459,0.031273615522733,0.480316324875678,"ENSG00000107957","SH3 and PX domains 2A","SH3PXD2A"
"100505839",28.5002970705499,0.0746607869775657,1.06031768299987,0.0704136016729763,0.94386446555064,0.999768645777355,"ENSG00000280693","SH3PXD2A antisense RNA 1","SH3PXD2A-AS1"
"79991",347.168582841366,-0.420116055762971,0.337731571449524,-1.24393480289645,0.213523559147182,0.913346869197534,"ENSG00000107960","STN1 subunit of CST complex","STN1"
"102724351",12.0077225167156,0.305810178986093,1.38002407624836,0.221597712858349,0.824627063107691,0.999768645777355,NA,"uncharacterized LOC102724351","LOC102724351"
"9748",1104.09079625763,-0.415698346051176,0.23799455383636,-1.74667167525608,0.0806943063617256,0.70629067676625,"ENSG00000065613","STE20 like kinase","SLK"
"119392",254.154614354714,0.212122752459791,0.348346171975337,0.608942395597245,0.542562621680282,0.999768645777355,"ENSG00000156384","SWI5 dependent homologous recombination repair protein 1","SFR1"
"80217",55.9346507414572,0.0116007659780208,0.864230665728539,0.0134232288184792,0.989290134593319,0.999768645777355,"ENSG00000197748","cilia and flagella associated protein 43","CFAP43"
"9446",1413.02944264319,-0.0664835131429988,0.211987568178187,-0.313619867968464,0.753809767885577,0.999768645777355,"ENSG00000148834","glutathione S-transferase omega 1","GSTO1"
"119391",1299.54628282004,-0.0257168281297708,0.217268839056246,-0.118364088663047,0.905779178805749,0.999768645777355,"ENSG00000065621","glutathione S-transferase omega 2","GSTO2"
"85450",43.1572379869713,0.620776501668195,0.916498727786245,0.677334820930573,0.498193542608175,0.999768645777355,"ENSG00000148841","inositol 1,4,5-trisphosphate receptor interacting protein","ITPRIP"
"101927472",5.66096240739522,0.183771155456972,2.49861861885903,0.0735491019197198,0.941369172164242,NA,NA,"ITPRIP antisense RNA 1","ITPRIP-AS1"
"159686",9.94493571244018,5.24860192717012,2.75257724861778,1.90679550585028,0.0565470735508914,0.621852838243102,"ENSG00000120051","cilia and flagella associated protein 58","CFAP58"
"100505869",79.6517968617563,0.275196347558475,0.715123048764487,0.384823769886777,0.70036798699135,0.999768645777355,"ENSG00000231233","CFAP58 divergent transcript","CFAP58-DT"
"114815",26.9050915554036,-0.346356649148309,1.48009340985322,-0.234009993452141,0.814977220391614,0.999768645777355,"ENSG00000108018","sortilin related VPS10 domain containing receptor 1","SORCS1"
"103695365",5.59199370770452,3.19940292749801,2.43657278322606,1.31307504931659,0.189157660417255,NA,"ENSG00000229981","long intergenic non-protein coding RNA 1435","LINC01435"
"105378476",4.19540273433186,1.73598574456637,2.79947180171271,0.620111888072707,0.535184125975228,NA,NA,"uncharacterized LOC105378476","LOC105378476"
"105378477",10.7736147605392,1.34134092655042,1.49632940988803,0.896420880112749,0.370028019653524,0.998139332016304,NA,"uncharacterized LOC105378477","LOC105378477"
"7511",355.299042553566,-0.569049727220981,0.319730485103728,-1.77977938836945,0.0751120721047186,0.686684282216648,"ENSG00000108039","X-prolyl aminopeptidase 1","XPNPEP1"
"100505933",4.73324847124817,-0.243010972217848,2.22495604079426,-0.109220572344926,0.913027543548709,NA,"ENSG00000203876","ADD3 antisense RNA 1","ADD3-AS1"
"120",1240.47929143506,-0.444781354361773,0.260262272253625,-1.70897360770113,0.0874558383579013,0.729042274308187,"ENSG00000148700","adducin 3","ADD3"
"4601",664.155851152676,0.0799076220722602,0.252844998801287,0.316034022626883,0.751976684216584,0.999768645777355,"ENSG00000119950","MAX interactor 1, dimerization protein","MXI1"
"105378480",12.4420564128692,1.45274048664995,1.48026207871672,0.981407622026886,0.326391768961279,0.986269740337695,NA,"uncharacterized LOC105378480","LOC105378480"
